price,address,city ,region,postcode,bedroom,bathroom,garage,type
$610 Per Week,1/5 Macarthur Parade,DULWICH HILL,NSW,2,1,1,Apartment / Unit / Flat
$590 per week,77 Beauvardia Street,CANNON HILL,QLD,3,1,2,House
$600 per week,A6.01/1 Avon Road,PYMBLE,NSW,1,1,1,Apartment / Unit / Flat
$550 pw,51a Buena Vista Avenue,LAKE HEIGHTS,NSW,2,2,−,Apartment / Unit / Flat
"$2,180 per week",156 Paddington Street,PADDINGTON,NSW,3,2,1,House
$575 per week,3/180 West Street,CROWS NEST,NSW,1,1,1,Apartment / Unit / Flat
$700 per week,216/6 Maxwell Road,GLEBE,NSW,1,1,−,Apartment / Unit / Flat
$390,26 Hazelwood Court,ANNANDALE,QLD,3,2,2,House
$1000Pw,325/2 Allen Street,WATERLOO,NSW,2,2,2,Apartment / Unit / Flat
$550 Per Week,2 Hideaway Place,PORT MACQUARIE,NSW,3,2,2,Villa
$480,428/1 Missenden Road,CAMPERDOWN,NSW,1,1,1,Apartment / Unit / Flat
"$1,100.00",3 Ranfurlie Crescent,GLEN IRIS,VIC,4,3,2,House
$480 pw,5/37 Braybrooke Street,BRUCE,ACT,1,1,1,Apartment / Unit / Flat
$1100 Per Week,5/259-261 Victoria Road,DRUMMOYNE,NSW,3,3,2,Townhouse
$530,4/49 Hood Street,SHERWOOD,QLD,2,2,1,Townhouse
"$1,100",5 Jasmine Pl,CASTLE HILL,NSW,5,3,3,House
$650,530/20 Shamrock Street,ABBOTSFORD,VIC,2,2,1,Apartment / Unit / Flat
$700,8b Opal Court,ABERFOYLE PARK,SA,3,2,4,House
$370,2/12 Sturdee Street,NEW LAMBTON,NSW,1,1,−,Duplex
1 Room $300 per week - Bills Included,49A Headfort St,GREENSLOPES,QLD,1,1,1,Townhouse
$1000 pw,3/53-55 Vale Vale Street,ST KILDA,VIC,3,2,2,Semi-Detached
$850 pw,3/363 Malabar Road,MAROUBRA,NSW,2,1,1,Apartment / Unit / Flat
$440 weekly,4/42 Nicholson Street,ABBOTSFORD,VIC,1,1,1,Apartment / Unit / Flat
$395 pw,23/108 George Street,EAST MELBOURNE,VIC,1,1,−,Apartment / Unit / Flat
"$1,200 per week",2/19 McDonald Street,HAWTHORNE,QLD,3,2,2,Townhouse
$850 per week,7/38 Morton Street,WOLLSTONECRAFT,NSW,2,2,1,Apartment / Unit / Flat
$820 per week,5 Eighth Avenue,JANNALI,NSW,3,1,1,House
"$1,500.00",1C Huckerby Street,CREMORNE,VIC,3,3,2,Townhouse
$1300 Per Week,7 Paling Street,LILYFIELD,NSW,3,2,−,Apartment / Unit / Flat
$440 per week,701/109 Clarendon Street,SOUTHBANK,VIC,1,1,−,Apartment / Unit / Flat
$515.00,10/18 Gladstone Street,KEW,VIC,2,1,1,Apartment / Unit / Flat
LUCENT SUB PENTHOUSE - $1000,1405/18 Longland Street,NEWSTEAD,QLD,2,2,1,Apartment / Unit / Flat
$400 weekly,13/241 Stawell Street,RICHMOND,VIC,1,1,1,Apartment / Unit / Flat
$550,26 Marong Street,SUNNYBANK HILLS,QLD,4,1,2,House
$1375.00 per week,58A Avalon Parade,AVALON BEACH,NSW,3,1,2,House
$500,6/27 McMinn Street,DARWIN CITY,NT,2,2,1,Apartment / Unit / Flat
$730 per week,20 Leonard St,WOOLLOONGABBA,QLD,3,1,2,House
$650 pw,7/4-6 Morwick Street,STRATHFIELD,NSW,2,1,1,Apartment / Unit / Flat
"$2,300",2245 The Parkway,SANCTUARY COVE,QLD,4,4,3,House
$470 - $500 per week,10 Joanna Street,LARGS BAY,SA,2,1,4,House
$800 pw,25/18 Cornelius Street,COOMBS,ACT,3,2,2,Townhouse
$1100 a week,3/2-4 See Street,KINGSFORD,NSW,3,2,2,House
$625 pw,8/76 Albion Street,RANDWICK,NSW,1,1,1,Apartment / Unit / Flat
$890,G06/86 Mobbs Lane,EASTWOOD,NSW,3,2,3,Apartment / Unit / Flat
$500,28 Frank Street,NEWTON,SA,3,1,2,House
"$1,000 pw",38 Cave Road,STRATHFIELD,NSW,3,2,2,House
$390,2/23 Stockton Elbow,MOUNT LOUISA,QLD,3,2,1,Duplex
"$1,100 P/W",15/10-38 Renwick Street,REDFERN,NSW,3,2,1,Apartment / Unit / Flat
$650.00 Per week,188 Lakeside Avenue,SPRINGFIELD LAKES,QLD,4,2,2,House
"$2,000",Lv12/59 Oxford Street,BONDI JUNCTION,NSW,3,2,1,Apartment / Unit / Flat
$825 Per Week,721/21-31 Porter Street,RYDE,NSW,2,2,1,House
$375 per week,8/66 Dunsmore Street,KELVIN GROVE,QLD,1,1,1,Apartment / Unit / Flat
$680 Per Week,7 Len Barratt Street,BONNER,ACT,3,2,2,House
"$1,650",Level 21/298 Sussex Street,SYDNEY,NSW,3,3,1,Apartment / Unit / Flat
$650,18 Queen Street,COBURG,VIC,3,2,2,Townhouse
$800pw,6/235 Anzac Parade,KENSINGTON,NSW,2,1,1,Apartment / Unit / Flat
$1325 pw,56/11-33 Maddison Street,REDFERN,NSW,3,2,2,Townhouse
$580,22 Nioka Street,CHADSTONE,VIC,3,1,3,House
$665,F502/72 MacDonald Street,ERSKINEVILLE,NSW,1,1,−,Apartment / Unit / Flat
$650 per week,13/44 Hardie Street,DARLINGHURST,NSW,1,1,−,Apartment / Unit / Flat
$995 per week,41 Donald Street,PRAHRAN,VIC,2,2,2,House
$410 pw,23/17-21 Blackwood Street,NORTH MELBOURNE,VIC,2,1,2,Apartment / Unit / Flat
$430 per week,4/341 Alfred Street North,NEUTRAL BAY,NSW,1,1,−,Apartment / Unit / Flat
$950,587/29 Cliff Road,EPPING,NSW,4,2,2,Apartment / Unit / Flat
"$1,300.00",14A Geel Street,BENTLEIGH,VIC,4,2,2,Townhouse
$360,14B Crase Street,KAPUNDA,SA,2,1,2,Duplex
$695 per week,16 Tassel Terrace South,JERRABOMBERRA,NSW,3,2,1,House
$660,63/77 Cook Rd,CENTENNIAL PARK,NSW,2,1,1,Apartment / Unit / Flat
$1800,2/22 Battery Street,COOGEE,NSW,3,2,1,Townhouse
$730 per week,17 Maling Avenue,ERMINGTON,NSW,3,1,1,House
"$1,400 weekly",25A/2 Brady Street,MOSMAN,NSW,3,2,2,Apartment / Unit / Flat
$75,Car Space 18 Oxford Street,DARLINGHURST,NSW,−,−,1,Apartment / Unit / Flat
"$1,750 per week",2308/88 Christie Street,ST LEONARDS,NSW,3,2,1,Apartment / Unit / Flat
$650,519/199 William Street,MELBOURNE,VIC,2,1,−,Apartment / Unit / Flat
$680 pw,32 King Street,CONCORD WEST,NSW,2,1,1,House
$1200 Per Week,30 Somme Cres,MILPERRA,NSW,6,3,2,House
$570.00 pw,302/2 Charles Street,CHARLESTOWN,NSW,2,2,1,Apartment / Unit / Flat
$875 pw,6/120-128 Macpherson Street,BRONTE,NSW,2,2,1,Apartment / Unit / Flat
"$2,600.00 per week",18A Mona Road,DARLING POINT,NSW,3,3,1,House
$1400 P/W,111 Riley Street,DARLINGHURST,NSW,3,2,1,House
$530.00,4/89 Coorigil Road,CARNEGIE,VIC,2,1,1,Apartment / Unit / Flat
$700,308/80 Alfred Street,MILSONS POINT,NSW,1,1,−,Apartment / Unit / Flat
$490 Per Week,95 Esplanade,GODWIN BEACH,QLD,3,2,1,House
$750 pw,2/100 Kirribilli Avenue,KIRRIBILLI,NSW,2,1,−,Apartment / Unit / Flat
$850/week,26 Dandenong Terrace,ROBINA,QLD,3,2,4,House
$700,204/2-4 Hazlewood Place,EPPING,NSW,2,2,1,Apartment / Unit / Flat
$995,5/60-62 Foveaux Street,SURRY HILLS,NSW,2,2,−,House
$550.00,102/1 Faulkner Street,BENTLEIGH,VIC,2,2,1,Apartment / Unit / Flat
$550.00,205/663-667 Centre Road,BENTLEIGH EAST,VIC,2,2,1,Apartment / Unit / Flat
$595,18/33 Goold Street,CHIPPENDALE,NSW,1,1,1,Apartment / Unit / Flat
$600.00,39/333 Coventry Street,SOUTH MELBOURNE,VIC,2,1,1,Apartment / Unit / Flat
$430 per week,937/335 Anketell Street,GREENWAY,ACT,1,1,1,Apartment / Unit / Flat
$550.00,3 Colin Court,DINGLEY VILLAGE,VIC,3,2,3,House
$1500 Per Week,60 Roach Street,ARNCLIFFE,NSW,4,4,3,Duplex
$320,2/20 Smith Street,LONGFORD,TAS,1,1,1,House
$650 per week,62/1 Gladstone Street,NEWTOWN,NSW,1,1,1,Apartment / Unit / Flat
$1050 per week,4/19 Watson Street,NEUTRAL BAY,NSW,2,2,1,Townhouse
$480.00,18/824-832 Heatherton Road,SPRINGVALE SOUTH,VIC,2,1,1,Apartment / Unit / Flat
$750 pw,25/108 High Street,MASCOT,NSW,2,1,1,Apartment / Unit / Flat
$650 Per Week,14 Wyatt Place,TORRENS,ACT,3,1,1,House
$830 PER WEEK,213/10 Jaques Avenue,BONDI BEACH,NSW,1,1,1,Apartment / Unit / Flat
"$2,250 per week",51 Raglan Street,MOSMAN,NSW,3,2,1,House
$950.00 pw,13 Hayberry Street,CROWS NEST,NSW,2,1,1,House
$985.00,312 Park Street,CARLTON NORTH,VIC,3,2,1,House
$620 PW,2/158 Hampden Road,ARTARMON,NSW,1,1,1,Apartment / Unit / Flat
$820 per week,1602/23 Halifax Street,MACQUARIE PARK,NSW,2,2,1,Apartment / Unit / Flat
$995 pw,2 Frogmore Street,MASCOT,NSW,2,1,−,House
$800 Per Week,13 Drummoyne Court,ROBINA,QLD,3,2,1,House
$920 PER WEEK,1/111 Mount Street,COOGEE,NSW,2,1,−,Apartment / Unit / Flat
$680 per week,201 The Point Drive,PORT MACQUARIE,NSW,4,2,2,House
$750 per week,55 Madigan Street,HACKETT,ACT,3,1,1,Duplex
$490.00 per week,4 Westminster Mews,DOUGLAS,QLD,4,2,2,House
$580.00 Per Week,3/5 Mangola Court,LARRAKEYAH,NT,3,2,2,Apartment / Unit / Flat
$720 PER WEEK,19/4-10 View Street,ARNCLIFFE,NSW,2,1,1,Apartment / Unit / Flat
"$1,180",11/140 Holt Ave,CREMORNE,NSW,2,1,1,Apartment / Unit / Flat
$750 pw,A408/86 Centenary Drive,STRATHFIELD,NSW,2,2,1,Apartment / Unit / Flat
$670 per week,12/29 Thynne Street,BRUCE,ACT,3,2,2,Townhouse
$590 PW,1F/3 Jersey Road,ARTARMON,NSW,1,1,1,Apartment / Unit / Flat
$3500 per week,73/18 College Street,DARLINGHURST,NSW,3,3,2,Apartment / Unit / Flat
$540 pw,351/1 Anthony Rolfe Avenue,GUNGAHLIN,ACT,2,2,2,Apartment / Unit / Flat
"$1,100 per week",8/1 Oswald Street,MOSMAN,NSW,3,1,2,Townhouse
$450 per week,1/22B Macaranga Street,MARSDEN,QLD,3,2,2,Apartment / Unit / Flat
$740,1A Dawes Drive,GAWLER EAST,SA,4,2,6,House
$520,1/1 Coronation Street,BRUNSWICK WEST,VIC,2,1,1,Apartment / Unit / Flat
$630,8/11 Porter Street,BONDI JUNCTION,NSW,2,1,−,Apartment / Unit / Flat
"$1,850",3/7-9 Wheatleigh St,CROWS NEST,NSW,5,4,2,House
$590 per week,1112/2 Joseph Road,FOOTSCRAY,VIC,2,2,1,Apartment / Unit / Flat
$620 pw,13/18-20 Price Street,RYDE,NSW,3,1,2,Apartment / Unit / Flat
$340,9/62 Launceston Street,LYONS,ACT,1,1,1,Studio
$830 pw,108/3 Network Place,NORTH RYDE,NSW,2,2,1,Apartment / Unit / Flat
$400,212/408 Lonsdale Street,MELBOURNE,VIC,1,1,−,Studio
"$1,350 per week",22 Inverness Avenue,FRENCHS FOREST,NSW,4,2,3,House
$760 per week,14 Coomera Street,HARRISON,ACT,4,2,2,House
$495 pw,2302/288 Spencer Street,MELBOURNE,VIC,1,1,1,Apartment / Unit / Flat
$750 per week,2/2 Roland Avenue,STRATHMORE,VIC,3,2,2,Townhouse
$530 per week,2/18 Queen Street,BLACKBURN,VIC,2,1,1,Apartment / Unit / Flat
$500 per week,6 Rick Court,BORONIA HEIGHTS,QLD,3,1,2,House
$800,7 Eileen Avenue,SOUTHPORT,QLD,3,1,1,House
$500 pw,10/27 Somerset Street,MOSMAN,NSW,1,1,1,Apartment / Unit / Flat
$850Pw,230/83-90 Dalmeny Avenue,ROSEBERY,NSW,2,2,1,Apartment / Unit / Flat
$650 pw,8/47 Henley Road,HOMEBUSH WEST,NSW,2,2,1,Apartment / Unit / Flat
"$1,500",24 Karuah Road,TURRAMURRA,NSW,5,2,2,House
$900 pw,22 Sutherland Street,BRUNSWICK,VIC,3,2,−,House
$800 p/w,37 Eshelby Drive,CANNONVALE,QLD,4,2,4,House
$500 per week,248 Corcoran Street,CURRAJONG,QLD,3,1,1,House
"$1,000.00",46 Edward Street,SANDRINGHAM,VIC,3,2,2,House
$900.00 per week,4/56 Havenview Road,TERRIGAL,NSW,3,2,2,Townhouse
$1150 per week,B107/521 Harris Street,ULTIMO,NSW,2,2,−,Apartment / Unit / Flat
$850 PER WEEK,2/34 Forest Road,ARNCLIFFE,NSW,3,1,1,Apartment / Unit / Flat
$680 P/W,18/40 Victoria Street,POTTS POINT,NSW,−,1,1,Studio
$1250 per week,91 Brighton Boulevard,NORTH BONDI,NSW,2,1,1,Semi-Detached
$520 PER WEEK,4/197-199 President Avenue,MONTEREY,NSW,2,1,1,Apartment / Unit / Flat
$650 per week,7/196A West Street,CROWS NEST,NSW,2,1,−,Apartment / Unit / Flat
"Big Home, Huge Block, High Ceilings - $500 p/w!",27 Donostia Crescent,BUSHLAND BEACH,QLD,4,2,2,House
$650 per week,1/2 Moore Street,SOUTHBANK,VIC,2,1,1,Apartment / Unit / Flat
$630.00,709/673 Latrobe Street,DOCKLANDS,VIC,2,2,1,Apartment / Unit / Flat
Modern Fully Furnished Apartment With Views! $570 p/w!,72/11-17 Stanley Street,TOWNSVILLE CITY,QLD,2,2,1,Apartment / Unit / Flat
$2100 Per Week,24 Cabramatta Road,MOSMAN,NSW,4,2,1,House
"$1,050 Per Week",23 Harold Street,NEWTOWN,NSW,3,1,−,House
$450 Per Week,12/142 Ernest Street,CROWS NEST,NSW,1,1,1,Apartment / Unit / Flat
"$1,500 per week",12 Carter Street,CAMMERAY,NSW,3,1,2,House
$375 per week,2/202 Parramatta Road,STANMORE,NSW,1,1,−,Apartment / Unit / Flat
$750 per week,210/625 Glenferrie Road,HAWTHORN,VIC,3,2,2,Apartment / Unit / Flat
$460.00,2513/570 Lygon Street,CARLTON,VIC,2,1,−,Apartment / Unit / Flat
$500,83 Roscoe Street,HOLLAND PARK,QLD,3,1,1,House
$490 per week,214 Main South Road,YANKALILLA,SA,4,2,2,House
$360,5/14 Smith Street,LONGFORD,TAS,2,1,1,Apartment / Unit / Flat
$650 per week,12/141 Lake Road,ELERMORE VALE,NSW,3,2,1,House
$480 pw,73/11 Camilleri Way,GUNGAHLIN,ACT,1,1,1,Apartment / Unit / Flat
$620pw,75 Taronga Ave,SAN REMO,NSW,4,2,2,House
$4000 pw,7 Kiora Avenue,MOSMAN,NSW,5,5,2,House
$390,510/408 Lonsdale Street,MELBOURNE,VIC,1,1,−,Studio
$850 pw,A212/150 Mowbray Road,WILLOUGHBY,NSW,2,2,1,Apartment / Unit / Flat
"$1,100",310/99 Jones Street,ULTIMO,NSW,2,2,1,Apartment / Unit / Flat
$800 pw,Level 17/60 Bathurst Street,SYDNEY,NSW,1,1,−,Apartment / Unit / Flat
$620 per week,26 Chancellor Drive,WHEELERS HILL,VIC,4,2,2,House
$750.00,902/133 Russell St,MELBOURNE,VIC,1,1,−,Apartment / Unit / Flat
$750 pw,222/140 Maroubra Road,MAROUBRA,NSW,1,1,1,Apartment / Unit / Flat
$490 Per Week,22/153 Murranji Street,HAWKER,ACT,2,1,1,Apartment / Unit / Flat
$820 Per Week,15/10 Zircon Close,ROCHEDALE,QLD,4,3,2,Townhouse
$600,805/11 Australia Avenue,SYDNEY OLYMPIC PARK,NSW,1,1,1,Apartment / Unit / Flat
$670 pw,3/317 Alfred Street North,NEUTRAL BAY,NSW,2,1,−,Apartment / Unit / Flat
$680 per week,16/150-152 Slade Road,BARDWELL PARK,NSW,2,1,1,Villa
$950.00 per week,1/43 The Crescent,MANLY,NSW,1,1,−,Apartment / Unit / Flat
$700,E7061/2E Porter Street,MEADOWBANK,NSW,2,2,1,Apartment / Unit / Flat
$630 weekly,96/61 Giles Street,KINGSTON,ACT,2,2,1,Apartment / Unit / Flat
$350 weekly,3/14 Royal Avenue,GLEN HUNTLY,VIC,1,1,1,Apartment / Unit / Flat
$750 pw,6/6 Westleigh Street,NEUTRAL BAY,NSW,2,1,1,Apartment / Unit / Flat
$995,23 Amy Street,HAWTHORNE,QLD,4,2,1,House
"$1,100",5/25 Carlisle St,TAMARAMA,NSW,1,1,−,Apartment / Unit / Flat
$500 pw,12/25 Lavender Crescent,LAVENDER BAY,NSW,1,1,−,Apartment / Unit / Flat
$750 per week,56 Arthur Allen Drive,BARDIA,NSW,3,3,1,Townhouse
$720 per week,A 15 Forbes Street,TURNER,ACT,2,1,−,Townhouse
$630 P/W,1/57 Craigend Street,DARLINGHURST,NSW,1,1,1,Apartment / Unit / Flat
$500 per week,4/14 Horton Street,EAST TOOWOOMBA,QLD,3,2,2,Apartment / Unit / Flat
$365 per week,2/30 King Street,ANNERLEY,QLD,2,1,1,House
$480 pw,91A Rawson Street,ABERDARE,NSW,2,1,2,House
$445 per week,5/2 Rigby Avenue,CARNEGIE,VIC,2,1,1,Apartment / Unit / Flat
$550 per week,21/63 Pearson Street,HOLDER,ACT,3,1,2,Townhouse
$660 Per Week,93/1 Rowland Rees Crescent,GREENWAY,ACT,3,2,2,House
$650.00,22/153 George Street,REDFERN,NSW,1,1,−,Apartment / Unit / Flat
$700 pw,12/128A Garden Street,MAROUBRA,NSW,1,1,1,Apartment / Unit / Flat
$450 PER WEEK,20/147-151 Brougham Street,POTTS POINT,NSW,−,1,−,Studio
Furnished 2 bedroom - $1300/wk,64/414-418 Pitt Street,SYDNEY,NSW,2,2,1,Apartment / Unit / Flat
$900,4/25 Carlisle St,TAMARAMA,NSW,1,1,−,Apartment / Unit / Flat
HOLDING DEPOSIT RECEIVED,1/24 Albyn Street,BEXLEY,NSW,2,1,−,Apartment / Unit / Flat
$585 per week,4/12 Daley Street,ELWOOD,VIC,2,1,1,Apartment / Unit / Flat
$900 per week,104/250 Pacific Highway,CROWS NEST,NSW,2,2,1,Apartment / Unit / Flat
$700,239/298 Sussex Street,SYDNEY,NSW,1,1,−,Apartment / Unit / Flat
$700 P/W,302/1B Lawson Square,REDFERN,NSW,1,1,−,Apartment / Unit / Flat
$550 weekly,1/71 Westcourt Rd,NEW LAMBTON,NSW,2,1,1,Apartment / Unit / Flat
$600,11/30 Sanders Street,UPPER MOUNT GRAVATT,QLD,2,2,2,Apartment / Unit / Flat
$700,2912/70 Southbank Boulevard,SOUTHBANK,VIC,2,2,−,Apartment / Unit / Flat
$ 195 per week,3 Landsborough Terrace,TOOWONG,QLD,1,1,1,Apartment / Unit / Flat
$650 weekly,G04/25-31 Orara Street,WAITARA,NSW,2,2,1,Apartment / Unit / Flat
"$1,050",5/46 Clovelly Road,RANDWICK,NSW,2,1,1,Apartment / Unit / Flat
Fully equipped contemporary home - $490 p/w,23 Limestone Crescent,CONDON,QLD,3,2,2,House
$550 per week,1107/15 Bowes Street,PHILLIP,ACT,1,1,1,Apartment / Unit / Flat
"$1,000",400 Wilson Street,DARLINGTON,NSW,2,1,−,Terrace
$1100 pw,7/100 Ourimbah Road,MOSMAN,NSW,2,2,1,Apartment / Unit / Flat
"$1,550.00 per week",54 Rawson Avenue,QUEENS PARK,NSW,3,2,1,House
$680 pw,20/7 Epping Road,EPPING,NSW,2,1,1,Apartment / Unit / Flat
$460,107/25 Warner Avenue,FINDON,SA,2,1,1,Apartment / Unit / Flat
$515 per week,15/2 Clare Burton Crescent,FRANKLIN,ACT,2,1,1,Villa
"$1,800.00",49 Kinane Street,BRIGHTON,VIC,4,3,2,House
$690 p/w,G07/18 Pemberton Street,BOTANY,NSW,1,1,1,Apartment / Unit / Flat
$425 per week,37 Riethmuller Street,KEARNEYS SPRING,QLD,3,1,2,House
$500 per week,314/81 Cooyong Street,REID,ACT,1,1,1,Apartment / Unit / Flat
"$1,300 pw",10 Harbour View Street,CLONTARF,NSW,3,2,2,House
$390 PER WEEK,957 Carcoola Street,NORTH ALBURY,NSW,3,1,2,House
$780 per week,27 Baker Crescent,GOOGONG,NSW,4,2,2,House
$620 per week,11/17 Caronia Avenue,CRONULLA,NSW,2,1,1,Apartment / Unit / Flat
$820 per week,7 Hayden Place,ENGADINE,NSW,3,1,4,House
$775,17 Lindeman Circuit,PIMPAMA,QLD,4,2,2,House
$895 Per Week,8/398 King Street,NEWTOWN,NSW,2,2,1,Apartment / Unit / Flat
$490 per week,101/61 Haig Street,SOUTHBANK,VIC,1,1,−,Apartment / Unit / Flat
$925 Per Week,557 King Street,WEST MELBOURNE,VIC,3,2,2,House
$450 pw,604/422 Collins Street,MELBOURNE,VIC,1,1,−,Apartment / Unit / Flat
$1095 FURNISHED pw,37/93-105 Quay Street,HAYMARKET,NSW,2,1,1,Apartment / Unit / Flat
$700.00 per week,404/169-175 Phillip Street,WATERLOO,NSW,1,1,−,Apartment / Unit / Flat
$750 per week,20 Underhill Street,GOOGONG,NSW,4,2,2,House
$980,28 Wallaroo Circuit,NORTH LAKES,QLD,5,2,2,House
$500 PW | FURNISHED,146 Victoria Road,PUNCHBOWL,NSW,2,1,1,Apartment / Unit / Flat
$790,66/2A Henry Lawson Ave,MCMAHONS POINT,NSW,1,1,1,Apartment / Unit / Flat
$730 per week,68/1-7 Pelican Street,SURRY HILLS,NSW,1,1,1,Apartment / Unit / Flat
$820,14 Carey Street,MARSDEN PARK,NSW,4,2,2,House
$500 per week,55 Padman Crescent,MIDDLETON,SA,3,2,−,House
"$2,300.00",95 Hill Road,BALWYN NORTH,VIC,4,4,2,House
$600 weekly,3/12 Trevillian Quay,KINGSTON,ACT,1,1,1,Apartment / Unit / Flat
$580 per week,3/99 Stanton Drive,THURGOONA,NSW,4,2,2,House
$580,5514/70 Southbank Boulevard,SOUTHBANK,VIC,1,1,−,Apartment / Unit / Flat
$410 per week,3/66 Auburn Road,HAWTHORN,VIC,2,1,1,Apartment / Unit / Flat
$850 Per Week,1 Yorkshire Place,STRETTON,QLD,4,2,2,House
$1100 pw,805/88B Christie Street,ST LEONARDS,NSW,2,2,1,Apartment / Unit / Flat
$495,3 Zinfandel Avenue,WYNN VALE,SA,3,3,2,House
$630 pw,18/10 Ipima Street,BRADDON,ACT,2,1,1,Apartment / Unit / Flat
$330 per week,3/860 High Street,ARMADALE,VIC,1,1,1,Apartment / Unit / Flat
$800.00 per week,13/1 Milner Road,ARTARMON,NSW,2,1,1,Townhouse
"$1,500 per week",46 Water Street,CARINGBAH SOUTH,NSW,3,2,3,House
$800,701/2 Atchison St,ST LEONARDS,NSW,2,2,1,Apartment / Unit / Flat
$760 PW,8/18 Centennial Avenue,CHATSWOOD,NSW,2,2,1,Apartment / Unit / Flat
$800 per week,19/28-32 Boronia St,KENSINGTON,NSW,2,1,1,Apartment / Unit / Flat
$545 per week,80 Tambaroora Crescent,MARAYONG,NSW,3,1,2,House
$900 per week,52 Amaroo Drive,BANORA POINT,NSW,4,3,2,House
$850 PW,9/15 Birriga Road,BELLEVUE HILL,NSW,2,1,1,Apartment / Unit / Flat
$415 pw,2/14 McNaughton Street,REDCLIFFE,QLD,2,1,1,Townhouse
$695 per week,15/3 Wylde Street,POTTS POINT,NSW,−,1,−,Studio
$580 pw,4/45 Harrington Street,ENMORE,NSW,2,1,1,Apartment / Unit / Flat
$2400 pw,146 Garden Street,MAROUBRA,NSW,7,6,3,House
$420,115/1A Launder Street,HAWTHORN,VIC,1,1,−,Apartment / Unit / Flat
$680,5 Millettia Close,NORTH LAKES,QLD,4,2,2,House
$850 pw,428/3 Mckinnon Avenue,FIVE DOCK,NSW,2,2,2,Apartment / Unit / Flat
$590,227 Algester Road,ALGESTER,QLD,4,1,2,House
from $795 furnished,22 Chapel Street,NORTH ADELAIDE,SA,2,1,2,House
$1000 per week,14 The Links,ROBINA,QLD,4,2,2,House
$430,29 Plane Avenue,MAMBOURIN,VIC,4,2,2,House
$370.00,3/K3 Union Street,MELBOURNE,VIC,1,1,1,Apartment / Unit / Flat
$650 per week,46 Eurythmic Street,MENANGLE PARK,NSW,4,2,2,House
$650 per week,1 Anne Place,LYONS,ACT,3,1,1,House
$750 per week,82 Hereford Street,GLEBE,NSW,2,1,−,Terrace
$400 pw,2/5 Terra Place,FIGTREE,NSW,2,1,1,Apartment / Unit / Flat
$650 per week,3/23 Burrai Street,MORNINGSIDE,QLD,2,2,2,Townhouse
$600 Per Week,5/67 Ryde Road,HUNTERS HILL,NSW,2,1,1,Apartment / Unit / Flat
"$2,600.00",322 St Kilda Street,BRIGHTON,VIC,5,3,2,House
$730p/w FURNISHED,4/1 Laurence Street,ST LUCIA,QLD,3,3,2,Townhouse
$595 Per Week,3/879 Riversdale Road,CAMBERWELL,VIC,2,1,2,Townhouse
$550,12/117 Victoria Street,BRUNSWICK EAST,VIC,2,1,1,Apartment / Unit / Flat
Partly Furnished $710 per week,1702/148 Elizabeth Street,SYDNEY,NSW,1,1,−,Apartment / Unit / Flat
$860 per week,73 Mansfield Street,ROZELLE,NSW,2,1,−,House
$975,9/296 Birrell Street,BONDI,NSW,2,1,1,House
$1000 per week,11 Warayama Place,ROZELLE,NSW,2,2,1,Apartment / Unit / Flat
$450.00,207/226 Bay Road,SANDRINGHAM,VIC,1,1,1,Apartment / Unit / Flat
$650,162/298 Sussex Street,SYDNEY,NSW,1,1,−,Apartment / Unit / Flat
$425 per week,8/20 Godfrey Street,BANKSIA,NSW,1,2,−,Studio
$680,20 Akubra Place,DUNLOP,ACT,3,2,2,House
"$1,150 per week",102/149-197 Pyrmont Street,PYRMONT,NSW,2,2,1,Apartment / Unit / Flat
$700 Per Week,2/2A Craven Street,PRAHRAN,VIC,3,1,−,House
$650 Per Week,166 Davies Rd,PADSTOW,NSW,3,1,2,House
$895 FURNISHED pw,15/65 Myrtle Street,CHIPPENDALE,NSW,2,1,1,Apartment / Unit / Flat
$650 per week,360/6 Cowper Wharf Roadway,WOOLLOOMOOLOO,NSW,1,1,−,Apartment / Unit / Flat
600.00 per week,519/118 Franklin Street,MELBOURNE,VIC,2,1,−,Apartment / Unit / Flat
$600 p/w Furnished,5/8 Bryce Street,ST LUCIA,QLD,2,1,1,Apartment / Unit / Flat
$800 pw,16/152 Bulwara Road,PYRMONT,NSW,2,2,1,Apartment / Unit / Flat
$690,606/88 Berry St,NORTH SYDNEY,NSW,1,1,1,Apartment / Unit / Flat
$720 pw,2718/220 Spencer Street,MELBOURNE,VIC,2,1,1,Apartment / Unit / Flat
"$1,350 per week",9 James Street,FIVE DOCK,NSW,3,3,2,House
$950 pw,A102/72 MacDonald Street,ERSKINEVILLE,NSW,2,2,1,Apartment / Unit / Flat
$950,2/52 Curlewis Street,BONDI BEACH,NSW,2,1,1,Apartment / Unit / Flat
$530p.w,118/2 Eshelby Drive,CANNONVALE,QLD,2,1,1,Apartment / Unit / Flat
$875.00,2/841 Hampton Street,BRIGHTON,VIC,3,2,2,Townhouse
$975,9/294 Birrell Street,BONDI,NSW,2,1,1,Apartment / Unit / Flat
$580 weekly,12 Jingella Ave,ASHWOOD,VIC,3,1,2,House
$785.00 per week,222/8 Cape Street,DICKSON,ACT,3,2,3,Apartment / Unit / Flat
$800 pw,P505/81-86 Courallie Avenue,HOMEBUSH WEST,NSW,3,2,2,Apartment / Unit / Flat
$850 pw,4/6 Cross Street,PYRMONT,NSW,2,1,1,Apartment / Unit / Flat
